txn_id,user_id,initiated_at,txn_value_inr,bank_name,device_type,network_type,app_version,txn_success,final_error_code
TX103427,2802,2025-07-14 01:24:20.001158,50.0,ICICI,Android,4G,7.4.0,False,NETWORK_TIMEOUT
TX103428,86,2025-08-25 00:14:36.001158,50.0,SBI,Android,WiFi,7.4.1,False,USER_ABORT
TX103429,3116,2025-08-29 20:14:19.001158,50.0,Axis,Android,4G,7.4.1,False,USER_ABORT
TX103430,4233,2025-08-15 21:17:12.001158,50.0,PNB,iOS,4G,7.3.1,True,
TX103431,2469,2025-07-10 20:11:22.001158,50.0,SBI,Android,4G,7.4.1,True,
TX103432,3620,2025-08-28 19:52:36.001158,50.0,HDFC,Android,5G,7.4.0,True,
TX103433,1637,2025-08-03 11:33:05.001158,50.0,HDFC,Android,5G,7.4.1,False,NETWORK_TIMEOUT
TX103434,3584,2025-07-05 00:01:42.001158,52.18,SBI,iOS,WiFi,7.3.1,True,
TX103435,4010,2025-07-22 21:38:01.001158,50.0,Axis,Android,4G,7.4.0,False,USER_ABORT
TX103436,3327,2025-07-16 23:24:21.001158,50.0,HDFC,iOS,WiFi,7.4.0,True,
TX103437,2219,2025-07-26 15:03:45.001158,50.0,Axis,Android,4G,7.3.1,True,
TX103438,2218,2025-08-30 15:08:58.001158,50.0,ICICI,Android,4G,7.4.0,True,
TX103439,4968,2025-07-20 20:15:34.001158,50.0,ICICI,Android,4G,7.3.1,False,UPI_LIMIT_EXCEEDED
TX103440,2370,2025-08-19 10:26:36.001158,50.0,SBI,iOS,4G,7.3.1,False,BANK_DOWN
TX103441,3639,2025-08-09 14:40:04.001158,50.0,SBI,Android,4G,7.4.1,False,USER_ABORT
TX103442,2504,2025-08-31 16:36:39.001158,50.0,SBI,Android,4G,7.4.0,True,
TX103443,944,2025-08-21 11:16:43.001158,50.0,SBI,Android,4G,7.4.1,True,
TX103444,2838,2025-07-11 16:57:52.001158,50.0,HDFC,Android,WiFi,7.4.1,True,
TX103445,2661,2025-08-11 10:20:10.001158,50.0,Axis,Android,4G,7.3.1,False,USER_ABORT
TX103446,2937,2025-08-07 22:01:51.001158,50.0,HDFC,Android,WiFi,7.3.1,True,
TX103447,4445,2025-08-07 06:42:24.001158,50.0,Axis,Android,WiFi,7.4.1,False,NETWORK_TIMEOUT
TX103448,3948,2025-07-12 03:22:00.001158,50.0,HDFC,Android,4G,7.3.1,False,NETWORK_TIMEOUT
TX103449,1677,2025-08-12 09:48:46.001158,53.4,Axis,Android,4G,7.4.0,True,
TX103450,1197,2025-08-20 18:01:59.001158,50.0,PNB,Android,5G,7.4.0,True,
TX103451,4106,2025-08-26 22:47:03.001158,50.0,SBI,Android,WiFi,7.4.1,False,USER_ABORT
TX103452,2788,2025-08-31 14:20:28.001158,50.0,Axis,Android,WiFi,7.4.0,True,
TX103453,1462,2025-08-07 01:33:38.001158,50.0,ICICI,Android,5G,7.4.1,True,
TX103454,3319,2025-07-09 13:10:14.001158,50.0,Axis,Android,4G,7.4.0,True,
TX103455,667,2025-08-16 03:10:58.001158,50.0,ICICI,Android,4G,7.3.1,True,
TX103456,2177,2025-08-31 13:26:02.001158,50.0,HDFC,Android,WiFi,7.4.0,True,
TX103457,3744,2025-07-09 00:39:03.001158,50.0,SBI,Android,5G,7.3.1,True,
TX103458,601,2025-07-23 01:43:43.001158,50.0,SBI,Android,WiFi,7.4.1,False,INCORRECT_PIN
TX103459,2653,2025-07-10 03:41:15.001158,50.0,ICICI,Android,5G,7.4.0,False,USER_ABORT
TX103460,4423,2025-07-10 08:27:52.001158,50.0,PNB,Android,4G,7.3.1,False,NETWORK_TIMEOUT
TX103461,3825,2025-07-04 06:23:40.001158,81.29,Axis,Android,WiFi,7.3.1,True,
TX103462,3907,2025-07-14 13:29:22.001158,50.0,HDFC,Android,WiFi,7.4.1,True,
TX103463,980,2025-08-11 06:08:40.001158,50.0,Axis,Android,4G,7.4.1,True,
TX103464,2452,2025-08-09 17:23:26.001158,50.0,Axis,Android,4G,7.4.0,True,
TX103465,629,2025-08-01 12:40:43.001158,50.0,HDFC,iOS,4G,7.4.0,True,
TX103466,1630,2025-08-01 21:09:18.001158,50.0,SBI,Android,5G,7.4.0,True,
TX103467,3697,2025-07-10 23:04:29.001158,50.0,SBI,iOS,4G,7.3.1,True,
TX103468,3431,2025-07-21 02:52:28.001158,50.0,Axis,Android,4G,7.4.1,True,
TX103469,3675,2025-08-14 07:36:39.001158,50.0,Axis,Android,4G,7.4.0,True,
TX103470,3930,2025-07-23 21:29:20.001158,50.0,HDFC,Android,4G,7.4.0,False,NETWORK_TIMEOUT
TX103471,2766,2025-07-04 23:17:42.001158,50.0,HDFC,iOS,4G,7.3.1,False,USER_ABORT
TX103472,4370,2025-08-02 03:54:36.001158,50.0,Axis,Android,5G,7.4.0,True,
TX103473,4781,2025-07-28 01:35:43.001158,50.0,PNB,Android,WiFi,7.3.1,True,
TX103474,116,2025-07-12 14:34:03.001158,50.0,Axis,Android,5G,7.3.1,False,USER_ABORT
TX103475,4957,2025-07-04 22:24:16.001158,50.0,ICICI,iOS,5G,7.4.1,True,
TX103476,2004,2025-07-18 22:44:15.001158,50.0,SBI,iOS,5G,7.3.1,True,
TX103477,693,2025-07-04 03:38:43.001158,50.0,ICICI,Android,5G,7.4.1,True,
TX103478,3163,2025-07-19 02:52:32.001158,50.0,SBI,Android,4G,7.3.1,True,
TX103479,1106,2025-07-26 08:49:33.001158,50.0,Axis,Android,4G,7.4.1,False,NETWORK_TIMEOUT
TX103480,3009,2025-07-07 08:35:59.001158,50.0,HDFC,Android,4G,7.3.1,True,
TX103481,2162,2025-08-18 07:48:41.001158,50.0,Axis,Android,WiFi,7.4.0,True,
TX103482,154,2025-08-31 03:56:06.001158,79.28,HDFC,iOS,WiFi,7.4.1,False,NETWORK_TIMEOUT
TX103483,3700,2025-07-29 06:24:46.001158,50.0,Axis,Android,5G,7.4.1,False,INCORRECT_PIN
TX103484,4411,2025-08-19 20:53:01.001158,50.0,HDFC,Android,WiFi,7.3.1,False,USER_ABORT
TX103485,3787,2025-08-28 17:58:01.001158,50.0,HDFC,Android,WiFi,7.4.0,False,USER_ABORT
TX103486,1065,2025-08-14 17:21:14.001158,50.0,ICICI,Android,WiFi,7.4.0,True,
TX103487,4201,2025-07-05 10:54:48.001158,50.0,SBI,Android,4G,7.4.1,False,NETWORK_TIMEOUT
TX103488,1914,2025-07-28 09:18:11.001158,50.0,PNB,Android,5G,7.4.0,False,USER_ABORT
TX103489,1217,2025-07-07 08:02:27.001158,50.0,ICICI,Android,5G,7.4.0,True,
TX103490,2402,2025-07-11 14:14:55.001158,50.33,ICICI,Android,5G,7.3.1,False,INCORRECT_PIN
TX103491,1773,2025-07-17 14:59:06.001158,50.0,Axis,Android,4G,7.4.0,True,
TX103492,1961,2025-08-02 00:41:38.001158,50.0,Axis,Android,5G,7.4.0,False,USER_ABORT
TX103493,2781,2025-08-06 04:02:46.001158,50.0,ICICI,iOS,4G,7.4.0,True,
TX103494,4805,2025-08-24 15:21:21.001158,50.0,PNB,Android,WiFi,7.4.0,True,
TX103495,4747,2025-07-05 03:29:55.001158,50.0,SBI,Android,5G,7.3.1,True,
TX103496,2872,2025-07-28 02:44:03.001158,50.0,SBI,Android,4G,7.3.1,True,
TX103497,661,2025-07-30 02:47:31.001158,50.0,ICICI,Android,4G,7.4.0,True,
TX103498,2636,2025-08-28 11:55:52.001158,50.0,HDFC,Android,5G,7.3.1,True,
TX103499,2330,2025-08-07 06:27:21.001158,50.0,HDFC,Android,5G,7.4.1,True,
TX103500,3955,2025-08-05 10:21:36.001158,50.0,HDFC,iOS,5G,7.3.1,False,BANK_DOWN
TX103501,2451,2025-08-16 17:58:29.001158,50.0,HDFC,Android,5G,7.3.1,True,
TX103502,1133,2025-07-11 10:54:48.001158,50.0,Axis,Android,WiFi,7.3.1,True,
TX103503,700,2025-08-01 22:44:53.001158,50.0,ICICI,Android,4G,7.4.1,True,
TX103504,2039,2025-07-30 16:22:57.001158,50.0,PNB,Android,5G,7.4.1,False,INCORRECT_PIN
TX103505,4648,2025-08-15 09:34:31.001158,50.0,Axis,Android,WiFi,7.4.1,False,BANK_DOWN
TX103506,4501,2025-07-27 09:31:15.001158,50.0,SBI,Android,WiFi,7.3.1,False,NETWORK_TIMEOUT
TX103507,4558,2025-08-21 22:51:09.001158,50.0,SBI,Android,4G,7.4.1,True,
TX103508,2180,2025-07-22 03:30:52.001158,50.0,HDFC,Android,4G,7.4.1,True,
TX103509,2839,2025-07-04 18:23:44.001158,52.97,Axis,Android,4G,7.3.1,True,
TX103510,874,2025-08-31 03:24:45.001158,50.0,SBI,Android,WiFi,7.4.0,False,NETWORK_TIMEOUT
TX103511,84,2025-07-13 02:51:20.001158,50.0,SBI,Android,4G,7.3.1,True,
TX103512,1423,2025-08-25 02:54:41.001158,50.0,PNB,Android,4G,7.3.1,True,
TX103513,2676,2025-07-22 12:23:48.001158,102.5,ICICI,Android,4G,7.3.1,False,USER_ABORT
TX103514,3181,2025-08-04 04:05:41.001158,50.0,SBI,Android,4G,7.4.0,True,
TX103515,4317,2025-07-09 00:43:34.001158,50.0,SBI,Android,5G,7.3.1,True,
TX103516,3976,2025-07-15 00:59:33.001158,50.0,Axis,iOS,5G,7.3.1,False,NETWORK_TIMEOUT
TX103517,1392,2025-08-06 20:21:52.001158,50.0,PNB,Android,5G,7.4.0,True,
TX103518,3219,2025-08-29 06:37:51.001158,54.54,SBI,Android,4G,7.3.1,False,USER_ABORT
TX103519,4208,2025-08-13 18:46:55.001158,50.0,HDFC,iOS,4G,7.3.1,True,
TX103520,615,2025-08-17 19:12:37.001158,50.0,Axis,Android,WiFi,7.3.1,False,NETWORK_TIMEOUT
TX103521,2972,2025-07-29 06:10:38.001158,50.0,Axis,Android,4G,7.4.0,False,BANK_DOWN
TX103522,3566,2025-08-08 16:42:38.001158,50.0,Axis,Android,WiFi,7.3.1,True,
TX103523,3577,2025-08-17 06:40:21.001158,50.0,ICICI,Android,4G,7.4.0,True,
TX103524,4571,2025-07-26 09:14:38.001158,50.0,PNB,Android,4G,7.4.0,True,
TX103525,271,2025-08-04 23:08:28.001158,50.0,HDFC,Android,4G,7.4.1,True,
TX103526,4067,2025-08-01 18:22:19.001158,50.0,SBI,Android,WiFi,7.3.1,True,
TX103527,2469,2025-07-13 17:17:16.001158,50.0,Axis,Android,4G,7.3.1,True,
TX103528,1391,2025-08-24 15:27:32.001158,52.55,ICICI,Android,5G,7.4.1,True,
TX103529,3355,2025-07-22 16:00:35.001158,50.0,Axis,Android,5G,7.4.1,True,
TX103530,4136,2025-07-11 10:14:31.001158,50.0,SBI,Android,4G,7.3.1,True,
TX103531,3608,2025-07-26 02:55:21.001158,50.0,Axis,Android,4G,7.3.1,True,
TX103532,2584,2025-08-23 04:13:47.001158,50.0,HDFC,iOS,WiFi,7.4.1,True,
TX103533,4074,2025-07-17 12:08:31.001158,50.0,ICICI,Android,4G,7.3.1,False,NETWORK_TIMEOUT
TX103534,3076,2025-08-21 00:51:34.001158,50.0,SBI,Android,5G,7.3.1,False,UPI_LIMIT_EXCEEDED
TX103535,3907,2025-07-12 21:06:40.001158,50.0,ICICI,iOS,WiFi,7.3.1,True,
TX103536,290,2025-08-19 06:07:36.001158,50.0,Axis,iOS,4G,7.4.1,True,
TX103537,2481,2025-08-08 16:25:21.001158,50.0,HDFC,Android,4G,7.4.1,True,
TX103538,3253,2025-07-14 03:55:43.001158,50.0,SBI,Android,4G,7.4.0,True,
TX103539,279,2025-07-05 02:10:36.001158,50.0,ICICI,Android,4G,7.4.0,True,
TX103540,2925,2025-07-24 01:06:46.001158,50.0,Axis,iOS,4G,7.3.1,False,NETWORK_TIMEOUT
TX103541,581,2025-08-19 06:51:42.001158,50.0,HDFC,Android,5G,7.3.1,True,
TX103542,4959,2025-08-03 15:05:56.001158,50.0,SBI,Android,5G,7.4.0,True,
TX103543,254,2025-07-23 21:28:52.001158,50.0,SBI,Android,5G,7.4.0,False,USER_ABORT
TX103544,4277,2025-08-08 12:46:40.001158,50.0,PNB,Android,WiFi,7.4.0,False,UPI_LIMIT_EXCEEDED
TX103545,4777,2025-08-22 03:46:36.001158,79.77,HDFC,Android,4G,7.3.1,True,
TX103546,825,2025-08-17 14:01:44.001158,50.0,SBI,Android,4G,7.3.1,False,USER_ABORT
TX103547,3833,2025-07-06 17:19:53.001158,50.0,Axis,Android,4G,7.4.0,True,
TX103548,700,2025-07-06 20:44:53.001158,50.0,ICICI,Android,4G,7.4.1,False,NETWORK_TIMEOUT
TX103549,1381,2025-07-11 20:15:48.001158,50.0,SBI,Android,4G,7.4.0,True,
TX103550,3897,2025-08-19 09:03:34.001158,50.0,PNB,Android,4G,7.4.1,False,UPI_LIMIT_EXCEEDED
TX103551,1674,2025-08-21 19:41:55.001158,50.0,ICICI,Android,WiFi,7.4.1,True,
TX103552,2728,2025-07-29 01:22:42.001158,50.0,ICICI,iOS,WiFi,7.3.1,True,
TX103553,3157,2025-08-20 04:07:57.001158,50.0,HDFC,Android,4G,7.4.1,True,
TX103554,3389,2025-08-23 07:06:37.001158,50.0,PNB,Android,WiFi,7.4.1,True,
TX103555,4308,2025-07-16 19:25:11.001158,50.0,SBI,iOS,WiFi,7.4.0,True,
TX103556,384,2025-07-27 22:34:31.001158,50.0,HDFC,Android,4G,7.4.0,False,USER_ABORT
TX103557,342,2025-08-14 01:32:23.001158,50.0,SBI,iOS,4G,7.4.1,False,NETWORK_TIMEOUT
TX103558,1988,2025-07-31 22:21:34.001158,50.0,Axis,Android,WiFi,7.4.0,True,
TX103559,4060,2025-07-16 23:35:03.001158,50.0,ICICI,Android,5G,7.4.0,True,
TX103560,4940,2025-07-27 16:42:21.001158,50.0,ICICI,Android,WiFi,7.4.0,True,
TX103561,3110,2025-07-18 13:30:14.001158,50.0,SBI,iOS,4G,7.4.0,False,NETWORK_TIMEOUT
TX103562,4083,2025-08-04 03:44:05.001158,50.0,ICICI,iOS,4G,7.4.1,True,
TX103563,4516,2025-07-28 15:03:23.001158,50.0,Axis,Android,4G,7.4.1,True,
TX103564,2799,2025-08-31 00:02:24.001158,50.0,HDFC,Android,WiFi,7.4.1,False,USER_ABORT
TX103565,3241,2025-07-04 23:52:40.001158,50.0,Axis,Android,4G,7.4.1,True,
TX103566,1989,2025-08-26 07:58:54.001158,50.0,HDFC,Android,4G,7.4.1,True,
TX103567,3415,2025-07-14 01:26:45.001158,50.0,Axis,Android,4G,7.3.1,False,USER_ABORT
TX103568,1850,2025-08-21 05:56:22.001158,50.0,SBI,Android,4G,7.4.0,False,USER_ABORT
TX103569,306,2025-08-19 15:47:11.001158,50.0,ICICI,Android,4G,7.3.1,True,
TX103570,3614,2025-07-31 00:41:52.001158,50.0,PNB,Android,5G,7.4.1,False,NETWORK_TIMEOUT
TX103571,2750,2025-07-29 08:08:50.001158,50.0,PNB,Android,4G,7.4.0,True,
TX103572,4965,2025-08-03 17:21:04.001158,50.0,HDFC,Android,4G,7.4.1,True,
TX103573,1136,2025-08-05 22:17:03.001158,50.0,HDFC,Android,4G,7.3.1,True,
TX103574,206,2025-08-17 16:32:12.001158,50.0,SBI,iOS,5G,7.4.1,True,
TX103575,4592,2025-08-10 05:43:32.001158,50.0,Axis,Android,4G,7.4.0,True,
TX103576,3451,2025-07-03 16:30:50.001158,50.0,ICICI,Android,4G,7.4.1,True,
TX103577,3812,2025-08-27 21:20:30.001158,50.0,HDFC,Android,5G,7.4.1,True,
TX103578,3623,2025-07-18 20:50:29.001158,50.0,SBI,iOS,4G,7.4.0,False,USER_ABORT
TX103579,3600,2025-07-20 01:27:03.001158,50.0,PNB,Android,4G,7.3.1,False,USER_ABORT
TX103580,2552,2025-07-19 13:19:12.001158,50.0,ICICI,Android,5G,7.3.1,True,
TX103581,4309,2025-08-29 07:12:11.001158,50.0,HDFC,iOS,4G,7.4.0,True,
TX103582,310,2025-07-07 08:38:59.001158,50.0,HDFC,Android,4G,7.4.0,True,
TX103583,2709,2025-07-19 02:25:52.001158,50.0,SBI,Android,5G,7.3.1,True,
TX103584,1992,2025-07-11 19:26:38.001158,50.0,ICICI,Android,5G,7.4.0,True,
TX103585,272,2025-07-18 14:19:44.001158,50.0,PNB,iOS,5G,7.3.1,False,NETWORK_TIMEOUT
TX103586,3643,2025-08-01 06:44:38.001158,50.0,Axis,Android,4G,7.4.1,False,UPI_LIMIT_EXCEEDED
TX103587,4087,2025-08-04 01:27:42.001158,50.0,HDFC,Android,4G,7.3.1,True,
TX103588,1823,2025-08-03 01:36:49.001158,50.0,Axis,Android,5G,7.4.0,True,
TX103589,3274,2025-07-07 14:20:00.001158,50.0,HDFC,Android,4G,7.4.1,False,INCORRECT_PIN
TX103590,4539,2025-08-21 07:47:58.001158,50.0,SBI,iOS,4G,7.4.0,False,USER_ABORT
TX103591,4350,2025-07-10 03:34:32.001158,50.0,PNB,Android,5G,7.3.1,True,
TX103592,521,2025-07-15 06:23:46.001158,50.0,HDFC,Android,4G,7.4.1,True,
TX103593,977,2025-07-13 11:37:48.001158,50.0,HDFC,iOS,5G,7.3.1,True,
TX103594,3723,2025-07-07 15:45:51.001158,50.0,PNB,Android,4G,7.4.1,False,USER_ABORT
TX103595,3552,2025-08-30 20:28:53.001158,50.0,SBI,Android,4G,7.4.0,True,
TX103596,4106,2025-08-17 17:38:27.001158,50.0,Axis,Android,WiFi,7.3.1,True,
TX103597,2774,2025-07-26 05:01:26.001158,50.0,PNB,Android,4G,7.4.1,True,
TX103598,2553,2025-08-14 06:10:02.001158,50.0,ICICI,Android,5G,7.4.1,False,BANK_DOWN
TX103599,2833,2025-08-23 21:29:11.001158,50.0,SBI,Android,4G,7.4.1,True,
TX103600,3908,2025-08-22 05:20:58.001158,50.0,HDFC,Android,4G,7.3.1,True,
TX103601,153,2025-08-05 00:03:33.001158,50.0,SBI,Android,4G,7.4.0,True,
TX103602,2965,2025-07-23 07:16:02.001158,50.0,HDFC,Android,4G,7.4.0,True,
TX103603,2917,2025-08-15 16:36:42.001158,50.0,Axis,Android,WiFi,7.4.1,False,UPI_LIMIT_EXCEEDED
TX103604,2801,2025-07-21 10:05:34.001158,50.0,HDFC,Android,WiFi,7.4.0,False,INCORRECT_PIN
TX103605,1753,2025-07-06 06:22:23.001158,50.0,HDFC,Android,5G,7.3.1,True,
TX103606,2611,2025-07-03 11:51:39.001158,50.0,ICICI,Android,WiFi,7.4.0,False,USER_ABORT
TX103607,3876,2025-07-18 07:50:47.001158,50.0,ICICI,iOS,5G,7.4.0,True,
TX103608,1105,2025-08-15 01:27:24.001158,50.0,Axis,iOS,4G,7.3.1,False,NETWORK_TIMEOUT
TX103609,2537,2025-08-23 05:39:48.001158,50.0,HDFC,Android,4G,7.3.1,True,
TX103610,4991,2025-08-24 20:44:36.001158,50.0,Axis,iOS,5G,7.4.0,False,NETWORK_TIMEOUT
TX103611,4200,2025-07-17 00:14:08.001158,63.82,ICICI,iOS,4G,7.4.0,True,
TX103612,3855,2025-08-08 07:50:50.001158,50.0,HDFC,Android,4G,7.4.0,True,
TX103613,3495,2025-08-29 07:26:00.001158,50.0,HDFC,Android,WiFi,7.4.1,True,
TX103614,1915,2025-08-25 04:09:06.001158,50.0,HDFC,iOS,4G,7.3.1,True,
TX103615,3073,2025-07-06 00:47:32.001158,50.0,ICICI,Android,4G,7.4.1,False,USER_ABORT
TX103616,1007,2025-08-15 05:40:31.001158,50.0,SBI,Android,4G,7.4.1,True,
TX103617,407,2025-07-24 16:45:58.001158,50.0,PNB,Android,5G,7.4.1,True,
TX103618,167,2025-08-31 05:36:11.001158,50.0,ICICI,Android,4G,7.4.1,False,USER_ABORT
TX103619,509,2025-07-07 19:58:13.001158,50.0,PNB,Android,4G,7.4.0,False,INCORRECT_PIN
TX103620,1662,2025-08-24 11:18:16.001158,50.0,SBI,Android,4G,7.3.1,True,
TX103621,3665,2025-08-01 18:02:20.001158,50.0,HDFC,Android,4G,7.4.0,True,
TX103622,3490,2025-07-17 23:08:28.001158,50.0,SBI,Android,4G,7.3.1,True,
TX103623,4859,2025-07-03 18:46:26.001158,50.0,SBI,iOS,WiFi,7.4.1,True,
TX103624,681,2025-08-07 11:26:06.001158,50.0,Axis,Android,4G,7.3.1,True,
TX103625,2525,2025-07-04 11:27:42.001158,50.0,SBI,Android,5G,7.3.1,True,
TX103626,2121,2025-07-30 18:54:28.001158,50.0,HDFC,Android,5G,7.3.1,False,UPI_LIMIT_EXCEEDED
TX103627,4678,2025-07-21 23:35:44.001158,50.0,SBI,Android,4G,7.3.1,True,
TX103628,4358,2025-07-15 01:30:08.001158,50.0,HDFC,iOS,4G,7.4.0,True,
TX103629,1364,2025-07-25 10:14:46.001158,50.0,Axis,Android,4G,7.4.1,True,
TX103630,1332,2025-07-24 12:01:58.001158,55.11,ICICI,Android,5G,7.4.0,True,
TX103631,2293,2025-07-05 14:31:46.001158,50.0,Axis,Android,4G,7.4.1,False,USER_ABORT
TX103632,1539,2025-07-28 11:14:47.001158,50.0,HDFC,Android,4G,7.4.0,True,
TX103633,3409,2025-08-29 04:10:57.001158,50.0,PNB,Android,4G,7.4.0,True,
TX103634,561,2025-08-29 21:02:09.001158,50.0,Axis,Android,4G,7.4.0,False,USER_ABORT
TX103635,1100,2025-08-07 00:50:34.001158,50.0,HDFC,Android,4G,7.3.1,True,
TX103636,1904,2025-07-17 03:40:29.001158,50.0,HDFC,Android,WiFi,7.3.1,True,
TX103637,175,2025-08-31 05:24:58.001158,50.0,PNB,iOS,4G,7.3.1,True,
TX103638,2157,2025-08-26 07:58:43.001158,50.0,ICICI,Android,4G,7.3.1,False,NETWORK_TIMEOUT
TX103639,2231,2025-08-06 04:53:10.001158,50.0,Axis,Android,5G,7.4.0,True,
TX103640,4288,2025-07-12 02:58:52.001158,50.0,HDFC,iOS,WiFi,7.4.0,False,NETWORK_TIMEOUT
TX103641,4161,2025-07-05 12:39:48.001158,50.0,SBI,iOS,4G,7.4.1,True,
TX103642,3921,2025-07-25 21:21:29.001158,50.0,Axis,Android,4G,7.3.1,False,USER_ABORT
TX103643,1498,2025-07-13 06:15:18.001158,50.0,ICICI,iOS,4G,7.3.1,True,
TX103644,3855,2025-07-19 01:17:22.001158,50.0,ICICI,Android,4G,7.3.1,False,USER_ABORT
TX103645,3172,2025-08-26 00:49:44.001158,50.0,ICICI,Android,4G,7.3.1,False,NETWORK_TIMEOUT
TX103646,1568,2025-07-07 17:46:33.001158,50.0,SBI,Android,4G,7.3.1,False,NETWORK_TIMEOUT
TX103647,1152,2025-07-21 13:58:41.001158,55.07,Axis,Android,4G,7.3.1,False,INCORRECT_PIN
TX103648,369,2025-08-06 14:48:55.001158,50.0,PNB,Android,WiFi,7.4.0,True,
TX103649,4947,2025-08-27 11:32:01.001158,50.0,PNB,Android,4G,7.3.1,False,USER_ABORT
TX103650,43,2025-08-17 10:43:12.001158,50.0,HDFC,Android,4G,7.3.1,True,
TX103651,1908,2025-08-31 07:23:46.001158,50.0,HDFC,iOS,WiFi,7.4.0,True,
TX103652,3491,2025-08-04 21:56:03.001158,50.0,Axis,Android,5G,7.4.1,True,
TX103653,2536,2025-08-10 01:35:25.001158,60.94,ICICI,Android,4G,7.4.0,False,USER_ABORT
TX103654,4174,2025-07-24 11:33:53.001158,50.0,ICICI,Android,4G,7.3.1,True,
TX103655,2874,2025-07-17 12:30:36.001158,50.0,PNB,Android,WiFi,7.4.0,True,
TX103656,1825,2025-09-01 00:13:38.001158,50.0,ICICI,Android,4G,7.3.1,True,
TX103657,1294,2025-07-28 05:48:05.001158,50.0,ICICI,Android,5G,7.4.0,True,
TX103658,4770,2025-07-20 07:34:30.001158,50.0,SBI,Android,WiFi,7.4.1,True,
TX103659,4797,2025-07-06 12:23:17.001158,50.0,SBI,Android,4G,7.3.1,True,
TX103660,4855,2025-08-12 01:40:48.001158,50.0,SBI,Android,5G,7.4.0,True,
TX103661,3387,2025-07-12 14:55:19.001158,50.0,PNB,Android,WiFi,7.4.0,True,
TX103662,2973,2025-08-15 08:21:23.001158,50.0,HDFC,Android,5G,7.4.0,False,NETWORK_TIMEOUT
TX103663,3923,2025-07-15 04:41:33.001158,50.0,HDFC,Android,4G,7.3.1,True,
TX103664,4998,2025-07-16 08:17:38.001158,50.0,Axis,iOS,WiFi,7.4.0,True,
TX103665,993,2025-07-31 04:35:02.001158,50.0,ICICI,Android,5G,7.3.1,True,
TX103666,2387,2025-08-28 19:00:53.001158,50.0,ICICI,iOS,5G,7.3.1,False,USER_ABORT
TX103667,2241,2025-07-05 19:55:23.001158,50.0,HDFC,Android,5G,7.4.1,True,
TX103668,1477,2025-07-19 12:03:35.001158,50.0,Axis,Android,4G,7.4.1,False,USER_ABORT
TX103669,3408,2025-07-17 12:21:31.001158,50.0,SBI,Android,4G,7.4.0,False,UPI_LIMIT_EXCEEDED
TX103670,390,2025-08-23 18:42:55.001158,50.0,SBI,Android,4G,7.3.1,False,NETWORK_TIMEOUT
TX103671,1000,2025-08-16 18:47:29.001158,50.0,SBI,iOS,4G,7.4.0,True,
TX103672,4621,2025-07-25 13:48:53.001158,50.0,SBI,iOS,4G,7.3.1,True,
TX103673,1856,2025-07-06 22:37:02.001158,50.0,HDFC,Android,4G,7.3.1,False,USER_ABORT
TX103674,659,2025-07-13 15:49:55.001158,50.0,ICICI,Android,4G,7.4.0,True,
TX103675,2764,2025-07-08 13:13:03.001158,50.0,SBI,iOS,WiFi,7.3.1,True,
TX103676,3664,2025-08-09 23:18:57.001158,50.0,ICICI,Android,5G,7.4.0,True,
TX103677,4987,2025-08-10 03:33:40.001158,50.0,SBI,iOS,5G,7.3.1,True,
TX103678,1482,2025-08-01 16:40:20.001158,65.12,SBI,iOS,4G,7.4.0,False,UPI_LIMIT_EXCEEDED
TX103679,3732,2025-07-09 21:13:46.001158,50.0,ICICI,Android,4G,7.4.0,True,
TX103680,452,2025-08-30 23:01:01.001158,50.0,PNB,Android,4G,7.4.1,False,NETWORK_TIMEOUT
TX103681,2476,2025-08-24 18:56:55.001158,50.0,Axis,Android,5G,7.4.1,True,
TX103682,3223,2025-07-31 09:52:05.001158,52.09,PNB,Android,5G,7.3.1,True,
TX103683,1538,2025-08-20 00:19:09.001158,50.0,ICICI,Android,4G,7.4.0,False,UPI_LIMIT_EXCEEDED
TX103684,3094,2025-07-16 22:05:52.001158,50.0,ICICI,Android,5G,7.4.0,True,
TX103685,883,2025-08-11 14:48:04.001158,50.0,ICICI,Android,5G,7.4.0,True,
TX103686,4409,2025-08-19 22:51:38.001158,50.0,ICICI,iOS,5G,7.4.0,True,
TX103687,4069,2025-07-23 23:06:34.001158,50.0,SBI,Android,4G,7.4.0,False,INCORRECT_PIN
TX103688,4936,2025-08-04 04:22:45.001158,50.0,ICICI,Android,4G,7.3.1,False,USER_ABORT
TX103689,2567,2025-07-08 07:04:48.001158,50.0,HDFC,Android,4G,7.4.1,True,
TX103690,3278,2025-07-19 10:05:14.001158,50.0,HDFC,Android,4G,7.4.0,True,
TX103691,375,2025-08-03 03:44:10.001158,50.0,ICICI,Android,4G,7.4.0,False,USER_ABORT
TX103692,4547,2025-07-24 01:50:39.001158,50.0,SBI,Android,4G,7.4.0,False,USER_ABORT
TX103693,3698,2025-08-15 21:22:32.001158,50.0,HDFC,Android,4G,7.3.1,True,
TX103694,3063,2025-07-09 19:19:49.001158,50.0,SBI,Android,4G,7.4.1,False,USER_ABORT
TX103695,4691,2025-08-21 01:52:55.001158,50.0,PNB,iOS,4G,7.4.1,True,
TX103696,3251,2025-07-31 12:20:55.001158,50.0,SBI,Android,4G,7.4.0,False,NETWORK_TIMEOUT
TX103697,4596,2025-08-11 14:38:31.001158,50.0,SBI,Android,4G,7.3.1,True,
